frame_id,timestamp_ms,motion_score,contour_count
146,15856943,2.23001,22
147,15856953,2.11205,22
148,15856963,2.65454,26
149,15856973,2.99942,23
150,15856982,2.80934,23
151,15856993,2.62717,18
152,15857001,5.75369,19
153,15857012,6.87609,23
154,15857020,9.00101,19
155,15857033,9.47671,18
156,15857040,6.62826,35
157,15857051,5.05522,31
158,15857062,4.19869,29
159,15857071,2.71742,31
160,15857083,2.80153,33
161,15857094,2.71861,29
162,15857103,2.809,22
163,15857114,3.10506,23
164,15857125,3.27838,21
165,15857133,3.31706,21
166,15857144,3.21402,18
167,15857153,3.05536,17
168,15857165,4.15203,17
169,15857173,3.58922,19
170,15857184,2.14347,28
171,15857193,1.95763,24
172,15857206,1.93135,20
173,15857217,2.22133,26
174,15857227,1.73987,24
175,15857238,1.70734,26
176,15857248,2.47618,34
177,15857258,2.02141,31
178,15857268,2.56137,38
179,15857279,3.14632,40
180,15857287,2.83666,31
181,15857298,2.91066,32
182,15857307,3.85962,45
183,15857318,3.45624,43
184,15857328,4.24306,29
185,15857338,5.07721,29
186,15857351,6.08497,25
187,15857363,6.00574,25
188,15857374,5.7528,31
189,15857382,5.58449,29
190,15857393,5.90054,23
191,15857401,5.82576,22
192,15857413,3.21381,21
193,15857422,3.29362,29
194,15857433,3.02787,28
195,15857447,2.96038,30
196,15857458,3.75574,17
197,15857469,3.83782,20
198,15857480,3.83145,23
199,15857490,4.40333,27
200,15857500,5.25784,20
201,15857511,5.3682,20
202,15857520,5.30146,21
203,15857531,4.93661,21
204,15857539,4.40092,22
205,15857550,4.16676,22
206,15857559,4.00738,22
207,15857569,3.72885,19
208,15857577,3.54422,18
209,15857588,3.50555,20
210,15857597,3.32313,22
211,15857609,3.17576,28
212,15857622,3.25275,32
213,15857632,3.10537,31
214,15857642,3.28757,35
215,15857652,3.11239,34
216,15857663,2.98688,35
217,15857672,2.7773,39
218,15857683,2.86164,34
219,15857691,2.70177,33
220,15857702,2.67976,33
221,15857710,2.61015,33
222,15857721,2.46128,33
223,15857730,2.40721,34
224,15857742,2.20544,30
225,15857753,2.1454,29
226,15857766,2.27264,29
227,15857777,2.26601,27
228,15857788,2.33234,20
229,15857799,2.34481,20
230,15857808,2.53706,18
231,15857821,2.50557,20
232,15857832,2.50357,19
233,15857842,2.53846,20
234,15857853,2.5448,21
235,15857864,2.54726,22
236,15857875,2.46398,22
237,15857885,2.37054,21
238,15857894,2.52052,24
239,15857908,2.52134,26
240,15857918,3.28296,24
241,15857931,3.71417,26
242,15857941,1.97473,26
243,15857952,1.65196,27
244,15857963,1.76022,26
245,15857972,1.9932,27
246,15857984,2.10378,25
247,15857993,2.65984,26
248,15858004,2.42629,26
249,15858012,2.75106,25
250,15858024,2.49334,27
251,15858034,2.10696,24
252,15858044,2.30997,26
253,15858054,2.27566,30
254,15858064,3.40095,27
255,15858077,4.07552,29
256,15858086,4.59503,23
257,15858097,4.68661,25
258,15858106,4.43463,26
259,15858117,3.85395,25
260,15858128,4.89159,32
261,15858139,4.03424,23
262,15858150,3.5638,22
263,15858159,2.58656,28
264,15858170,2.18251,29
265,15858179,2.34768,30
266,15858190,2.85518,26
267,15858200,2.71017,24
268,15858211,1.93789,21
269,15858220,2.74986,28
270,15858233,3.19025,25
271,15858243,3.98346,25
272,15858253,3.89706,25
273,15858264,3.41353,28
274,15858274,2.44674,25
275,15858284,2.03417,25
276,15858293,1.89916,26
277,15858305,1.73529,23
278,15858314,1.99824,25
279,15858325,2.06127,25
280,15858333,1.86603,23
281,15858344,4.4661,15
282,15858353,4.08517,17
283,15858364,2.4034,19
284,15858375,1.98389,24
285,15858386,3.11924,24
286,15858396,3.6916,24
287,15858408,3.38855,29
288,15858419,3.03238,32
289,15858429,5.29345,31
290,15858441,4.94813,31
291,15858452,9.39759,26
292,15858463,8.53523,30
293,15858475,8.15049,34
294,15858483,9.4294,39
295,15858494,9.54367,32
296,15858503,5.39422,31
297,15858516,4.04678,31
298,15858526,2.94936,24
299,15858537,2.61866,25
300,15858548,2.38452,24
301,15858560,2.39096,23
302,15858571,2.36806,25
303,15858580,2.35472,22
304,15858592,2.3287,23
305,15858603,1.88071,22
306,15858614,1.86668,25
307,15858625,1.75104,21
308,15858637,1.85475,22
309,15858651,2.04656,25
310,15858659,2.10289,26
311,15858670,2.29656,27
312,15858680,2.32882,25
313,15858690,1.93502,23
314,15858703,1.6304,26
315,15858712,3.6427,25
316,15858722,3.12391,23
317,15858731,2.39451,28
318,15858742,3.15025,24
319,15858752,2.88841,22
320,15858762,2.96516,22
321,15858771,2.41066,27
322,15858782,2.18116,23
323,15858792,1.65774,27
324,15858803,1.4476,25
325,15858811,1.47278,25
326,15858823,1.62895,29
327,15858834,1.86311,25
328,15858845,1.96024,28
329,15858856,1.73507,22
330,15858865,7.79046,16
331,15858875,11.7421,18
332,15858885,11.6568,14
333,15858899,14.4793,26
334,15858909,8.02597,34
335,15858918,3.94715,31
336,15858928,3.02848,34
337,15858939,2.0814,26
338,15858949,1.75456,27
339,15858960,1.76456,24
340,15858971,1.99556,20
341,15858980,2.41295,22
342,15858990,2.4382,24
343,15858999,2.30753,22
344,15859009,2.36757,24
345,15859019,2.30707,24
346,15859029,2.19821,22
347,15859037,3.41715,35
348,15859047,4.00323,28
349,15859056,3.42573,36
350,15859065,2.6732,33
351,15859077,2.39267,32
352,15859087,2.50318,35
353,15859096,2.42561,37
354,15859107,2.46279,35
355,15859115,2.21055,33
356,15859125,2.24535,34
357,15859134,2.13959,31
358,15859148,2.0001,27
359,15859157,1.81633,29
360,15859169,1.5898,28
361,15859178,1.53313,25
362,15859189,1.89101,26
363,15859201,2.83483,25
364,15859208,8.19765,32
365,15859219,10.1784,27
366,15859228,14.6738,25
367,15859239,18.8575,18
368,15859247,21.6197,17
369,15859258,23.448,16
370,15859266,23.6373,23
371,15859277,23.4756,29
372,15859285,23.5041,33
373,15859295,23.3733,32
374,15859304,24.5002,31
375,15859315,22.4275,28
376,15859324,20.2219,27
377,15859335,17.4148,27
378,15859342,12.0597,27
379,15859354,10.2786,35
380,15859363,7.74204,37
381,15859375,6.65994,26
382,15859385,5.51401,22
383,15859396,4.37785,24
384,15859412,3.61991,23
385,15859422,6.42477,18
386,15859432,5.19305,20
387,15859443,3.32118,36
388,15859454,2.57769,28
389,15859466,2.47186,36
390,15859475,2.99592,30
391,15859485,4.3545,43
392,15859494,5.6331,49
393,15859504,5.9388,59
394,15859514,5.33343,49
395,15859525,4.98478,38
396,15859533,5.54637,24
397,15859544,5.46622,27
398,15859554,4.71005,29
399,15859564,5.17624,25
400,15859574,4.93248,24
401,15859585,5.16927,31
402,15859594,5.75374,28
403,15859605,5.93157,36
404,15859617,4.62577,30
405,15859626,5.29229,29
406,15859639,5.79545,21
407,15859648,5.49785,24
408,15859659,5.40943,21
409,15859673,5.00412,21
410,15859683,3.8104,25
411,15859694,3.26553,23
412,15859704,2.96024,25
413,15859715,2.72109,22
414,15859726,2.53542,32
415,15859735,2.64885,22
416,15859745,2.9544,25
417,15859754,2.6161,22
418,15859764,2.79565,26
419,15859773,3.00268,20
420,15859784,3.0354,19
421,15859794,3.46923,22
422,15859805,4.18786,11
423,15859813,5.63949,17
424,15859824,4.01182,20
425,15859834,2.8785,23
426,15859845,3.03805,30
427,15859855,3.11888,27
428,15859865,3.21805,24
429,15859876,3.06537,28
430,15859884,3.67257,41
431,15859897,4.46735,38
432,15859905,7.19944,29
433,15859918,11.0311,27
434,15859930,10.1452,34
435,15859942,10.3758,36
436,15859953,15.2859,31
437,15859961,16.7793,32
438,15859972,18.4654,18
439,15859981,16.4463,35
440,15859993,13.098,25
441,15860002,9.91975,23
442,15860012,8.65707,33
443,15860021,7.84423,30
444,15860033,4.35026,27
445,15860042,5.82552,29
446,15860055,5.92279,28
447,15860063,10.8937,48
448,15860073,31.8172,32
449,15860083,17.4136,51
450,15860094,5.33804,27
451,15860104,6.98727,28
452,15860114,7.30785,25
453,15860125,7.61145,32
454,15860133,8.26039,37
455,15860144,4.97468,38
456,15860153,6.56932,35
457,15860164,6.50887,36
458,15860172,6.45882,38
459,15860186,5.97871,40
460,15860196,6.17185,39
461,15860206,6.14415,40
462,15860217,6.13185,42
463,15860228,6.17836,43
464,15860239,6.56679,38
465,15860248,6.23129,40
466,15860259,5.47724,42
467,15860268,6.10072,41
468,15860278,8.16401,37
469,15860286,7.62138,34
470,15860297,9.99969,30
471,15860306,10.7924,36
472,15860317,9.42568,37
473,15860325,8.50663,39
474,15860336,6.44389,47
475,15860346,5.74134,48
476,15860356,5.55563,45
477,15860365,5.5536,39
478,15860375,5.2902,33
479,15860385,5.43861,38
480,15860396,5.18839,29
481,15860405,5.03552,35
482,15860415,3.97485,37
483,15860423,7.90104,34
484,15860434,9.146,36
485,15860444,8.20706,51
486,15860457,6.05611,55
487,15860468,4.86793,45
488,15860479,3.93868,41
489,15860490,3.55389,36
490,15860498,3.61256,28
491,15860512,3.84257,19
492,15860520,4.17031,16
493,15860529,4.26206,21
494,15860538,4.19367,22
495,15860549,3.96436,23
496,15860558,3.47548,21
497,15860569,3.42839,20
498,15860579,4.61613,19
499,15860590,4.09103,17
500,15860603,3.75439,23
501,15860613,2.94399,20
502,15860622,2.64632,25
503,15860633,2.33808,17
504,15860643,2.11779,17
505,15860651,1.84491,19
506,15860662,1.73944,18
507,15860672,1.85607,21
508,15860683,2.77158,23
509,15860692,3.33326,31
510,15860704,3.23927,28
511,15860714,3.84428,24
512,15860724,3.77197,31
513,15860733,4.06576,26
514,15860744,3.95722,26
515,15860755,4.83483,27
516,15860763,7.25668,25
517,15860774,8.93555,33
518,15860783,7.82258,26
519,15860794,7.53803,27
520,15860803,7.31332,24
521,15860813,7.18316,21
522,15860822,3.37695,21
523,15860833,3.20014,18
524,15860843,4.14388,17
525,15860853,3.8572,22
526,15860860,3.32316,29
527,15860872,3.3763,24
528,15860880,3.29287,20
529,15860890,3.22709,21
530,15860899,4.32422,21
531,15860909,4.29851,15
532,15860918,4.67636,15
533,15860928,4.89723,16
534,15860936,5.41954,15
535,15860947,5.5292,15
536,15860956,5.28164,18
537,15860967,4.70175,20
538,15860976,4.31494,27
539,15860987,2.96518,16
540,15860995,3.59503,23
541,15861007,3.73204,31
542,15861016,3.5053,25
543,15861026,4.45223,36
544,15861034,8.18036,38
545,15861045,6.69172,23
546,15861054,6.05794,23
547,15861066,6.44688,31
548,15861075,6.58907,33
549,15861087,4.90476,19
550,15861097,4.72362,29
551,15861111,3.7866,26
552,15861121,2.92776,29
553,15861130,3.10831,21
554,15861140,4.11907,22
555,15861149,4.28684,25
556,15861159,4.60127,27
557,15861169,4.70693,31
558,15861180,4.88322,36
559,15861188,5.35677,38
560,15861198,5.79405,28
561,15861207,6.91792,30
562,15861219,7.32661,28
563,15861230,7.20016,31
564,15861240,7.15673,31
565,15861252,7.91508,30
566,15861261,7.09481,39
567,15861271,8.19886,44
568,15861280,8.40425,35
569,15861290,8.28894,37
570,15861300,8.32248,37
571,15861310,7.87129,39
572,15861319,7.63735,35
573,15861329,9.44481,40
574,15861337,10.4417,41
575,15861348,9.63824,39
576,15861358,8.97543,46
577,15861368,8.4014,44
578,15861376,7.28221,41
579,15861386,6.48491,41
580,15861395,6.3302,38
581,15861406,5.58051,38
582,15861414,5.60127,35
583,15861425,5.99703,35
584,15861434,5.68834,35
585,15861444,5.208,39
586,15861454,5.42414,41
587,15861465,5.06009,41
588,15861474,4.30187,33
589,15861485,3.92443,40
590,15861496,4.34382,47
591,15861506,3.86497,43
592,15861514,2.99072,41
593,15861525,3.17337,34
594,15861542,4.13597,29
595,15861557,4.56252,34
596,15861574,3.75251,42
597,15861589,3.35241,34
598,15861605,2.68955,30
599,15861625,2.39583,30
600,15861636,2.15483,28
601,15861646,2.08001,28
602,15861655,2.62688,28
603,15861664,2.45105,27
604,15861675,2.40799,21
605,15861684,3.09095,24
606,15861694,5.96152,19
607,15861704,7.34946,19
608,15861714,7.60699,29
609,15861722,5.76676,31
610,15861733,5.68644,37
611,15861743,3.10409,27
612,15861755,2.17303,22
613,15861765,2.18974,18
614,15861777,2.12678,21
615,15861787,2.25586,18
616,15861796,2.15316,23
617,15861807,2.34428,25
618,15861816,2.53511,19
619,15861829,2.46123,22
620,15861836,2.2221,15
621,15861847,4.35525,18
622,15861856,3.61545,17
623,15861867,2.49132,23
624,15861875,1.67778,26
625,15861885,1.83753,20
626,15861893,1.57007,19
627,15861904,1.4395,22
628,15861913,1.43586,20
629,15861924,1.39962,20
630,15861932,1.50969,18
631,15861942,1.50897,15
632,15861951,1.65815,14
633,15861961,1.94517,13
634,15861969,2.97123,16
635,15861979,1.84944,17
636,15861989,1.56814,11
637,15862000,2.39916,13
638,15862008,5.59541,14
639,15862022,7.4308,15
640,15862034,6.7737,12
641,15862044,6.25629,13
642,15862053,5.59496,17
643,15862064,5.29068,17
644,15862074,4.79977,16
645,15862084,1.41211,17
646,15862096,1.91956,22
647,15862104,2.62237,25
648,15862115,2.7228,30
649,15862124,2.0361,26
650,15862136,1.60841,23
651,15862146,1.44092,22
652,15862156,1.12548,16
653,15862167,1.31146,15
654,15862177,1.45855,16
655,15862190,1.66956,18
656,15862200,1.92419,16
657,15862210,1.95062,16
658,15862221,3.1331,17
659,15862230,13.9198,19
660,15862240,10.9144,27
661,15862249,5.2005,27
662,15862259,3.96943,19
663,15862269,4.06484,19
664,15862280,3.62982,27
665,15862292,2.57757,31
666,15862302,2.0848,23
667,15862311,1.89846,19
668,15862323,1.63821,14
669,15862333,1.60728,16
670,15862341,1.42839,13
671,15862351,1.50919,13
672,15862360,2.01396,15
673,15862370,2.08191,13
674,15862379,2.21945,15
675,15862389,2.22864,15
676,15862399,1.94572,11
677,15862410,5.3663,33
678,15862420,4.46836,36
679,15862431,3.13691,30
680,15862441,8.24339,23
681,15862452,10.403,26
682,15862461,10.0531,34
683,15862472,8.74511,34
684,15862482,7.11145,43
685,15862494,6.05011,42
686,15862505,5.94922,45
687,15862515,5.01895,59
688,15862525,3.72996,43
689,15862534,3.3722,41
690,15862545,2.67853,32
691,15862558,2.36391,32
692,15862570,2.19179,25
693,15862580,2.26312,28
694,15862589,2.3946,31
695,15862600,3.97649,29
696,15862609,3.38223,34
697,15862621,3.81679,41
698,15862631,5.10219,51
699,15862643,17.9837,48
700,15862651,22.3672,73
701,15862663,18.9644,61
702,15862675,15.0196,65
703,15862684,16.2528,49
704,15862694,16.032,66
705,15862703,13.6486,84
706,15862714,12.3702,68
707,15862721,10.1148,74
708,15862731,9.39856,76
709,15862739,7.68352,64
710,15862748,7.36859,58
711,15862757,7.12131,61
712,15862766,7.19063,57
713,15862774,6.84638,60
714,15862785,6.46147,56
715,15862794,5.87758,59
716,15862804,6.15849,50
717,15862814,5.66023,54
718,15862825,5.57562,56
719,15862833,5.14265,54
720,15862844,5.13276,52
721,15862851,4.59558,51
